country,Country,year,Population,Region,Income Group,SDG Index Score,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score,country_new
MDV,Maldives,2001,286309,E_S_Asia,UMIC,63,84,29,68.5,85.5,38.5,65.9,57.2,61.4,6.8,71.5,73.8,83.9,96,63.7,58.9,70,56.7,
MDV,Maldives,2002,294185,E_S_Asia,UMIC,62.9,84,29,70,86.1,38.6,66.5,54.9,60.1,6.6,71.5,74.1,83.9,95,63.7,58.5,69.9,57.5,
MDV,Maldives,2003,302681,E_S_Asia,UMIC,63.5,84,28.5,71,86.1,38.7,67,64,58.4,7.3,71.5,74.5,83.9,95.8,64.4,58.2,69.9,55.5,
MDV,Maldives,2004,311265,E_S_Asia,UMIC,63.4,84,29.5,73.1,86.4,38.9,67.6,62.4,57.2,7.2,71.5,74.9,83.9,94.6,64.9,57.9,69.9,54.2,
MDV,Maldives,2005,319604,E_S_Asia,UMIC,64.4,84,28.8,74.8,87.7,42.8,68.2,70,53.7,7.5,71.5,75.2,83.9,95.3,65.3,57.5,69.9,59.2,
MDV,Maldives,2006,327489,E_S_Asia,UMIC,64.5,84,29.1,76.6,88.2,42.9,68.7,69.7,51.6,8.2,71.5,75.6,83.9,94.2,65.3,57.2,69.9,59.2,
MDV,Maldives,2007,335172,E_S_Asia,UMIC,65.2,84,29,77.4,93.3,43.1,69.2,73.7,50.7,9.5,71.5,75.9,83.9,94.2,64.3,57.1,70.7,61.4,Asia Pacific (developed)
MDV,Maldives,2008,343448,E_S_Asia,UMIC,65.4,84,29.1,78,94,43.2,69.8,76,48.8,10.7,71.5,76.3,83.9,93.9,63.2,56.8,70.5,62.7,
MDV,Maldives,2009,353391,E_S_Asia,UMIC,66,84,41.3,78.1,93.7,40.6,70.3,79.3,48.3,10.9,75.6,76.7,83.9,93.8,61.4,56.6,70.4,57.7,
MDV,Maldives,2010,365730,E_S_Asia,UMIC,66.2,84,40.2,81.8,93.7,42.2,70.7,82.1,49.1,11.3,75.6,77.1,83.9,93.6,59.5,56.4,70.4,53.1,
MDV,Maldives,2011,380493,E_S_Asia,UMIC,66.3,86.6,38.9,82.5,90.7,42.4,71.2,82.8,50.1,15,75.6,77.4,84.1,93.5,58.3,56.1,70.8,50.8,
MDV,Maldives,2012,397231,E_S_Asia,UMIC,66.8,89.3,38.9,82.9,93,41.9,71.7,82.4,51.4,20.4,75.6,77.9,83.9,93,56.3,55.6,70,52.1,
MDV,Maldives,2013,415592,E_S_Asia,UMIC,67.4,91.9,38.8,83.5,96.3,42.1,72.2,83.2,52.4,21.2,75.6,78.5,83.7,93.4,55.4,55.1,70.8,52.4,
MDV,Maldives,2014,435018,E_S_Asia,UMIC,67.8,94.5,37.5,83.7,94.6,42.7,72.6,84.3,53.5,27,75.6,79.1,83.7,92.4,53.1,54.9,70.5,52.9,
MDV,Maldives,2015,454914,E_S_Asia,UMIC,68.8,97.1,37.5,85.1,95.1,42.9,73.1,86.1,56.2,30.2,75.6,79.6,83.8,92.8,53.6,54.5,70.5,56.5,
MDV,Maldives,2016,475505,E_S_Asia,UMIC,70.1,99.6,37.9,85.3,95.9,43.6,73.5,85.9,57.3,32.1,85.6,80.5,83.5,92.4,57,54,69.2,58.1,
MDV,Maldives,2017,496398,E_S_Asia,UMIC,70.3,99.7,42.8,86.3,95.7,40.5,73.9,85.4,57.6,32.9,85.6,80.7,83.2,92.4,61.9,53.7,66,57,
MDV,Maldives,2018,515704,E_S_Asia,UMIC,70.5,99.7,42.8,86.6,95.7,40,74.3,85.3,58,34.4,85.6,80.9,83,91.6,65,53.2,65.8,56.1,
MDV,Maldives,2019,530957,E_S_Asia,UMIC,70.8,99.8,42.8,86.6,95.7,39.9,74.6,84.8,58.3,33.8,85.6,81.1,82.8,91.6,64.9,52.9,69.5,58.2,
MDV,Maldives,2020,540542,E_S_Asia,UMIC,71,99.2,42.8,86.9,95.7,39.6,74.8,84.8,57,35.4,85.6,81.1,82.8,91.7,64.9,52.6,73.2,58.2,
MDV,Maldives,2021,543620,E_S_Asia,UMIC,71,99.6,42.8,86.9,95.7,39.6,74.8,84.8,57.4,35.4,85.6,81.1,82.8,91.7,64.9,52.3,72.7,58.2,
MLI,Mali,2000,10946448,Africa,LIC,46,17.2,50.2,21.9,5.6,24.1,44.1,21.7,65,4.1,70.7,35.4,96.1,98.9,66.1,56.8,62.5,40.7,
MLI,Mali,2001,11271603,Africa,LIC,46,17.2,50.2,23.2,5.6,24.1,44.9,22.1,64.6,4.1,70.7,35.8,96.1,98.9,66.1,56.8,62.5,39.8,
MLI,Mali,2002,11616890,Africa,LIC,46.2,17.2,49.8,24.5,5.6,23,45.7,22.8,64,4.1,70.7,36.1,96.1,98.9,66.1,57.3,62.5,41.3,
MLI,Mali,2003,11982692,Africa,LIC,46.6,17.2,49.4,25.1,5.6,23,46.6,24.3,63.5,4.1,70.7,36.4,96.1,98.9,66.1,57.2,62.5,45.8,
MLI,Mali,2004,12369078,Africa,LIC,46.8,17.2,49.4,26.2,5.6,23,47.4,24.9,63,4.1,70.7,36.8,96.1,98.9,66.1,57.2,62.5,46.6,
MLI,Mali,2005,12775509,Africa,LIC,47.5,17.2,49.3,27.8,7.2,22.5,48.3,30.1,62.3,4.1,70.7,41.5,96.1,98.9,66.1,57.2,62.5,45.3,
MLI,Mali,2006,13203378,Africa,LIC,47.5,17.2,48.4,28.3,7.9,22.2,49.2,28.8,61.7,4.2,72.1,41.8,96.1,98.9,66.1,57.2,62.5,44.2,
MLI,Mali,2007,13651455,Africa,LIC,47.6,17.2,48.7,28.3,9,22.2,50,29,61,4.2,72.1,42.2,96.1,98.9,66.1,57.2,62.5,44.5,Africa
MLI,Mali,2008,14113578,Africa,LIC,47.9,17.2,48.9,30.5,12.9,22.1,50.9,29.8,61.8,4.2,72.1,39.3,96.1,98.9,66.1,57.2,62.9,42.8,
MLI,Mali,2009,14581427,Africa,LIC,49.1,17.2,50.2,30.6,17.7,22.1,51.8,29.8,62.6,4.2,80.4,42.9,96.1,98.9,66.1,57.1,61.8,44.5,
MLI,Mali,2010,15049352,Africa,LIC,50.2,17.2,57.3,29.9,19.6,28.9,52.7,33.3,63.4,5.8,80.4,40.5,96.1,98.9,66.1,57.1,62.5,43.8,
MLI,Mali,2011,15514593,Africa,LIC,50.4,16.9,55.7,29.6,21.6,27.9,53.6,34.1,64.2,5.8,80.4,44.7,96,98.9,66.1,57.1,61,42.6,
MLI,Mali,2012,15979492,Africa,LIC,50.4,16.2,57.6,29.4,20.4,27.7,54.5,33.6,64.4,6,80.4,46,96,99,66.1,57.1,59.6,42.4,
MLI,Mali,2013,16449854,Africa,LIC,50.3,18.2,56.9,31.3,11.6,29.8,55.4,35.7,64.6,6.1,80.4,47.5,96,99,66.1,57.1,56.5,43.5,
MLI,Mali,2014,16934213,Africa,LIC,51.2,20.6,56.3,32.4,13.5,30.9,56.3,36.1,66.7,9.7,80.4,48.3,95.9,98.7,66.1,57.1,58.7,43,
MLI,Mali,2015,17438772,Africa,LIC,51.7,22,56.1,33.7,12.8,33.2,57.2,36.8,65.8,10.3,80.4,47.8,95.7,98.7,66.1,57.1,60.1,44.6,
MLI,Mali,2016,17965448,Africa,LIC,52.5,23.2,59.5,34,14.5,32.5,58.1,38.4,65.9,12.5,80.4,51.8,95.7,98.7,66.1,57.1,58.9,44.9,
MLI,Mali,2017,18512429,Africa,LIC,53.5,23.4,58.6,36,18.7,31.7,59,37.8,68.8,14.6,80.4,56.7,95.6,98.7,66.1,57.1,56.8,48.6,
MLI,Mali,2018,19077755,Africa,LIC,53.6,23.4,59.2,38.2,12.4,33.7,59.9,43.3,68.8,15,80.4,57.1,95.6,98.7,66.1,57.1,57.7,45.3,
MLI,Mali,2019,19658023,Africa,LIC,53.8,23.8,58.3,40.4,12.4,34.1,60.8,41.8,67.5,16.3,80.4,57.7,95.6,98.7,66.1,57.1,56.3,46.4,
MLI,Mali,2020,20250834,Africa,LIC,53.9,23.4,58.3,38.6,10.6,43.5,61.7,41.8,64.1,16.8,80.4,56.8,95.6,98.8,66.1,57.4,56.2,46.4,
MLI,Mali,2021,20855724,Africa,LIC,53.9,23.9,58.3,38.3,10.6,43.5,61.7,41.8,64.1,16.8,80.4,55.6,95.6,98.8,66.1,57.4,56.4,46.4,
MLT,Malta,2000,393649,E_Euro_Asia,HIC,68.9,99.8,66.4,83.8,93.6,41.1,73.1,70,77,27.7,94.2,78.1,68.3,61.5,38.1,74.1,79.7,44.2,
MLT,Malta,2001,396324,E_Euro_Asia,HIC,68.8,99.8,66.2,83.5,93.4,40.8,72.5,69.2,77.5,28.6,94.2,78.1,68.3,61,38.8,73.9,79.6,44.3,
MLT,Malta,2002,398720,E_Euro_Asia,HIC,69.3,99.8,67.6,83.7,94.6,41.9,71.8,69.9,77.7,30.6,94.2,78.1,68.3,60.9,39.5,73.9,79.6,45.3,
MLT,Malta,2003,400858,E_Euro_Asia,HIC,69.7,99.8,66.2,86.9,96.6,41.1,71.6,69.8,77.2,32.2,94.2,78.1,68.3,59.9,41.1,76.9,79.6,45.4,
MLT,Malta,2004,402820,E_Euro_Asia,HIC,69.9,99.8,66.6,86.8,97.5,41.1,71.5,69.8,77.5,33.2,94.2,78.1,68.3,60.5,41.7,76.7,79.4,46.1,
MLT,Malta,2005,404659,E_Euro_Asia,HIC,70.6,99.8,66.7,86.4,97.8,47.5,71.4,69.6,76.2,36.5,94.2,78.3,68.3,61.3,41.7,76.7,80.3,46.7,
MLT,Malta,2006,406330,E_Euro_Asia,HIC,70.7,99.8,66.4,86.8,98.5,47.7,71.2,69.9,77.1,37,94.2,78.3,68.3,61.3,41.2,77.5,80.8,46.8,
MLT,Malta,2007,407854,E_Euro_Asia,HIC,70.7,99.8,66.1,85.4,98.2,48.9,71.1,69.7,77.5,38,92.5,78.3,68.3,61,39.9,77.5,80.6,48.4,Middle E
MLT,Malta,2008,409493,E_Euro_Asia,HIC,70.8,99.8,66.9,85.1,97.7,49.4,70.9,70,78.1,41.4,92.8,78.3,68.3,61.1,40,77.5,79.7,47,
MLT,Malta,2009,411559,E_Euro_Asia,HIC,71,99.8,67,85,96.7,49.9,72.8,69.8,78.4,43.7,91.1,78.3,68.3,62,41.5,77.5,78.6,46.4,
MLT,Malta,2010,414257,E_Euro_Asia,HIC,71.4,99.8,66.4,85.6,98.6,51.3,68.6,69.5,78.2,47,92.8,76.5,68.3,61.9,44.4,78.4,78.5,48.3,
MLT,Malta,2011,417720,E_Euro_Asia,HIC,71.8,99.8,66.3,87.6,98.9,51.7,69.9,69.7,78.6,50.6,92.6,72.7,68.5,57.8,44.6,78.8,78.4,53.2,
MLT,Malta,2012,421809,E_Euro_Asia,HIC,72.8,99.8,65.8,88.8,98.9,54,69,69.7,78.8,56.9,92.2,75.4,68,65.8,44.5,78.8,80.3,50.5,
MLT,Malta,2013,426144,E_Euro_Asia,HIC,73.1,99.9,65.4,90.1,98.6,58.2,66.3,70.3,78.8,62.2,93,71.6,68,65.1,44.2,78.8,80.4,52.1,
MLT,Malta,2014,430190,E_Euro_Asia,HIC,74,99.8,67,90.5,98.7,58.9,66.8,70.3,79.4,63.1,92.8,82.2,67.8,64.1,44.7,78.8,81.7,50.9,
MLT,Malta,2015,433559,E_Euro_Asia,HIC,73.8,99.8,67.5,90.6,97.3,59,68.2,69.6,80.3,64.6,92.2,81.6,67.7,63.9,43.3,78.8,83.5,46.5,
MLT,Malta,2016,436099,E_Euro_Asia,HIC,74.6,99.9,67,90.4,98.5,59.8,68.2,68.7,80.9,65.3,92.6,84.1,67.7,67.5,47.9,78.9,82.7,47.8,
MLT,Malta,2017,437935,E_Euro_Asia,HIC,74.7,99.8,67.1,90.7,99.3,60.1,67.7,71.6,81.6,67.5,92.5,82.5,67.7,67.4,47.6,78.9,81.2,47.3,
MLT,Malta,2018,439255,E_Euro_Asia,HIC,76.1,99.8,67.2,91.7,98.9,61,68.5,71,81.9,67.4,93.2,83.1,67.6,72.6,62.4,78.9,80.3,48.5,
MLT,Malta,2019,440377,E_Euro_Asia,HIC,76.4,99.8,67.2,91.6,98.4,63.4,68.5,71,81.9,68.6,93.2,84.9,67.5,72.2,62.4,78.9,79.2,49.5,
MLT,Malta,2020,441539,E_Euro_Asia,HIC,76.6,99.8,67.2,90.5,98.4,63.5,68.5,71,81.4,68.7,93.2,87,67.5,72.5,62.4,78.9,80.1,52.3,
MLT,Malta,2021,442790,E_Euro_Asia,HIC,76.8,99.8,67.2,90.8,98.4,63.7,68.5,71,82,69.2,93.2,88.7,67.5,72.5,62.4,78.9,79.8,52.3,
MRT,Mauritania,2000,2630217,Africa,LMIC,44.9,62.7,33,29.9,14.3,12.8,40.2,20.2,42.4,5.7,72.8,28.5,93.5,96.8,52.6,61.1,54,43.5,
MRT,Mauritania,2001,2702405,Africa,LMIC,45.6,62.7,31.9,31.7,17.1,12.9,40.9,24.2,42.4,5.7,72.8,28.8,93.5,96.7,53.5,61.1,54,44.5,
MRT,Mauritania,2002,2778097,Africa,LMIC,46.6,62.7,32.4,35.6,16.9,12.9,41.9,34.4,42.4,5.7,72.8,29.1,93.5,96.7,54.3,61.1,54,45.6,
MRT,Mauritania,2003,2857150,Africa,LMIC,46.7,62.7,32.3,34.6,19.3,12.9,42.9,34.2,42.4,5.7,72.8,29.5,93.5,96.7,54.2,61.1,54,45.6,
MRT,Mauritania,2004,2939246,Africa,LMIC,46.9,62.7,31.2,33.8,24.6,13,43.8,35.3,42.4,5.7,71.1,29.8,93.5,96.7,54,61.1,54,44.5,
MRT,Mauritania,2005,3024198,Africa,LMIC,46.9,62.7,31.2,33.8,23.6,12.4,44.7,32.5,42.2,5.8,71.1,32.6,93.5,96.7,54.2,61.1,54,44.8,
MRT,Mauritania,2006,3111908,Africa,LMIC,47.5,62.7,31.3,33.7,26.5,19.8,45.6,33,42.4,5.7,71.1,33,93.5,96.7,53.3,61.1,54,44.5,
MRT,Mauritania,2007,3202512,Africa,LMIC,48,62.7,36.4,35,23,23.8,46.6,34.2,42.3,5.7,71.1,33.3,93.5,96.6,52.3,61,54,44.7,Africa
MRT,Mauritania,2008,3296237,Africa,LMIC,49,62.7,43.7,35.3,20.5,23.9,47.6,35.2,42.3,5.7,77.5,34.8,93.5,96.6,52.8,61,54.2,44.9,
MRT,Mauritania,2009,3393408,Africa,LMIC,49,62.7,43.9,35.1,20,24,48.6,35.1,42.3,5.7,77.5,34.8,93.5,96.5,54.5,61,53.3,44.9,
MRT,Mauritania,2010,3494200,Africa,LMIC,49.6,62.7,43.5,37.7,20.3,25.8,49.7,38.1,42.3,6,77.5,33.5,93.5,96.5,56.3,61,53.7,44.6,
MRT,Mauritania,2011,3598646,Africa,LMIC,51.4,65,37.5,40.4,20.7,27.1,50.7,41.9,42.3,6.7,77.5,38.7,93.5,96,76,61,52.6,45.4,
MRT,Mauritania,2012,3706555,Africa,LMIC,51.6,67.3,40.7,41.6,20.7,27.6,51.8,42,42.3,6.5,77.5,36.7,93.4,95.1,74.1,61,52.9,45.4,
MRT,Mauritania,2013,3817497,Africa,LMIC,52.5,69.5,40.8,41.9,31.8,27.4,52.9,44.7,42.3,7.1,77.5,37.9,93.3,95.7,72.2,61,51.2,46.1,
MRT,Mauritania,2014,3930894,Africa,LMIC,54,71.8,45,41.5,37.1,30.1,54.1,43.6,43.2,10.1,81.8,39.8,93.2,96.4,72.1,61,50.5,46.5,
MRT,Mauritania,2015,4046304,Africa,LMIC,53.9,72.7,40.3,41.2,38.3,31.7,55.2,43.8,43.1,12.7,81.8,37.1,92.8,96.4,72.1,61,49.4,46.9,
MRT,Mauritania,2016,4163532,Africa,LMIC,53.1,73.7,39.5,42.9,34.6,32.5,56.3,45.9,43,9.6,81.8,31,92.8,97,68.4,60.9,47.4,45.6,
MRT,Mauritania,2017,4282582,Africa,LMIC,53.7,73.9,40,44.7,36.5,32.8,57.5,45.5,42.6,9,81.8,35,92.7,96.6,67.7,60.9,48.6,47.4,
MRT,Mauritania,2018,4403312,Africa,LMIC,54.9,74.2,44.3,44.3,40.2,31.9,57.7,48.9,42.6,19.1,81.8,30.9,92.7,96.8,69.6,60.9,47.1,50.4,
MRT,Mauritania,2019,4525698,Africa,LMIC,55.7,74.4,44.1,44.5,39.4,32.2,58,49.9,44.5,20.3,81.8,38.6,92.7,96.8,69.6,60.9,48.9,50.5,
MRT,Mauritania,2020,4649660,Africa,LMIC,55.7,74.7,44.1,43.9,39.4,32.1,58.2,49.9,42.6,21.1,81.8,38.6,92.7,97,69.6,60.9,50,50.5,
MRT,Mauritania,2021,4775110,Africa,LMIC,55.7,75.1,44.1,43.9,39.4,32.1,58.2,49.9,42.5,21.1,81.8,38.6,92.7,97,69.6,60.9,49.9,50.5,
MUS,Mauritius,2000,1185147,Africa,UMIC,64.7,96.7,67.8,67.8,81,36.4,69.8,80,68.2,8.5,66.9,85,77.1,94.3,59.3,27.1,70.5,42.8,
MUS,Mauritius,2001,1193911,Africa,UMIC,64.5,96.7,67.9,69.6,81.4,36.2,69.5,80.3,68.5,9,66.9,85,77.1,94,56.4,27.1,70.5,40.4,
MUS,Mauritius,2002,1201805,Africa,UMIC,64.5,96.7,66.8,67.9,82.2,36.1,69.3,79.4,69.4,9.5,66.9,85,77.1,94,57.3,27.1,70.5,40.8,
MUS,Mauritius,2003,1208992,Africa,UMIC,65,96.7,66,69.6,87.7,36.5,69,79.2,69.2,9.5,66.9,85,77.1,93.7,56.4,27.1,70.5,44,
MUS,Mauritius,2004,1215668,Africa,UMIC,65.1,96.7,66,70.4,87.1,37,69.3,79.6,69.2,10.1,66.9,85,77.1,93.6,55.4,27.2,71.5,43.9,
MUS,Mauritius,2005,1222010,Africa,UMIC,65.6,96.7,67.1,72.6,89.1,46.7,69.6,78.5,67.2,10.5,66.9,85,77.1,93.3,52.2,27.2,71.4,43.5,
MUS,Mauritius,2006,1228089,Africa,UMIC,65.4,96.7,67.6,72.8,87.4,46.9,69.9,76.9,67.3,10.6,66.9,85,77.1,92.6,52.5,27.2,72.5,41.6,
MUS,Mauritius,2007,1233890,Africa,UMIC,65.3,96.7,67,72.7,87.1,46.7,70.5,76.7,67.3,11.2,66.9,85,77.1,92.5,52.8,27.3,72.8,39.7,Africa
MUS,Mauritius,2008,1239262,Africa,UMIC,65.3,96.7,64.9,72.8,88.1,47.2,69.3,77.3,67.3,12.5,66.9,85,77.1,92.4,52.1,27.3,72.2,41.2,
MUS,Mauritius,2009,1243996,Africa,UMIC,65.4,96.7,59.5,74,88.5,47.5,70.8,76.6,68.2,13.9,66.9,85,77.1,92.5,52.6,27.3,71.6,43.5,
MUS,Mauritius,2010,1247953,Africa,UMIC,65.7,96.7,61.7,75.1,88.4,49.7,70.9,76.4,67.5,15.1,66.9,85.1,77.1,92.2,51.7,27.3,71.3,44.6,
MUS,Mauritius,2011,1251074,Africa,UMIC,65.6,96.9,58.7,75,90.2,49.6,71.7,76.1,67.6,15.7,66.9,85.1,76.8,92.2,50.8,27.4,70.8,43.6,
MUS,Mauritius,2012,1253489,Africa,UMIC,65.7,97.1,56.6,75.1,90.8,50.7,71.7,75.8,67.6,21.5,62.9,85.1,76.8,92.1,50.4,27.4,70.9,44.5,
MUS,Mauritius,2013,1255458,Africa,UMIC,66.2,97.3,57.1,76,92.6,52.4,71.6,75.6,67.7,23.5,62.9,85,76.6,91.9,53,27.4,70.2,44.8,
MUS,Mauritius,2014,1257351,Africa,UMIC,66.8,97.6,62.8,76,92.2,50.6,71.5,75,68,22.3,62.9,89.4,76.1,91.6,51.2,27.4,72.8,48.3,
MUS,Mauritius,2015,1259457,Africa,UMIC,66.1,97.8,59.9,76.8,91.8,47.1,71.5,76.3,68,24.2,62.9,89.8,75.9,91.6,51.1,27.4,72.3,38.5,
MUS,Mauritius,2016,1261870,Africa,UMIC,66.7,98.1,61.6,76.4,92.5,48.2,71.5,75.3,68.4,27.7,62.9,87.7,75.6,91.4,51,27.4,69.7,48.5,
MUS,Mauritius,2017,1264497,Africa,UMIC,67.6,98.3,66.2,77.5,90.1,48.2,71.6,74.7,69.8,32.7,65.3,90.3,75.3,91,49.9,27.4,71.6,48.4,
MUS,Mauritius,2018,1267184,Africa,UMIC,67.8,98.5,66.4,77.9,90.7,49.4,71.8,74.3,70,36.7,65.3,90.9,75.1,91.1,46.8,27.4,71.2,48.8,
MUS,Mauritius,2019,1269670,Africa,UMIC,68.3,98.7,66.2,78.3,92.1,53.6,71.8,74.4,68.7,40.7,65.3,89.9,74.8,91.4,46.7,27.4,72,48.9,
MUS,Mauritius,2020,1271767,Africa,UMIC,68.5,97,66.2,77,95.3,53,71.8,74.4,68.3,40.8,65.3,92.6,74.8,92.2,46.7,27.4,72.3,48.7,
MUS,Mauritius,2021,1273428,Africa,UMIC,68.3,97.6,66.2,76.9,95.8,53,71.8,74.4,68.3,40.8,65.3,88.8,74.8,92.2,46.7,27.4,73,48.7,
MEX,Mexico,2000,98899845,OECD,UMIC,62.3,82.5,62.2,74.8,84.8,55.6,72.4,65.6,64.7,13.1,14.6,78,86.8,80.2,59.2,47.5,61.1,55.2,
MEX,Mexico,2001,100298152,OECD,UMIC,62.5,82.5,62.3,75.1,84.7,55.4,72.7,65.1,64.8,13.5,14.6,78.1,86.8,80,61.6,47.9,61.3,55.8,
MEX,Mexico,2002,101684764,OECD,UMIC,63,82.5,62,75.4,86,55.6,73.1,65.4,64.5,14.6,18.2,78.2,86.8,80.1,62.9,48.5,61.3,56.2,
MEX,Mexico,2003,103081020,OECD,UMIC,63.2,82.5,62,76.3,87.5,59.3,73.3,64.6,64.1,15.1,18.2,78.3,86.8,79.8,59.8,48.5,61.4,57.7,
MEX,Mexico,2004,104514934,OECD,UMIC,63.8,82.5,61.9,77.7,89.6,59.7,73.6,66,63.8,15.3,18.3,78.4,86.8,79.9,60.9,50.4,61.9,57.4,
MEX,Mexico,2005,106005199,OECD,UMIC,64.4,82.5,61.8,78.2,92.5,61.9,73.9,66.1,64,16.1,18.2,80,86.8,79.6,62.3,51.4,61.6,57.4,
MEX,Mexico,2006,107560155,OECD,UMIC,64.5,82.5,62,78.4,93.4,60.9,74.2,65.9,64,16.5,19.9,80.1,86.8,79.5,62.2,51.4,61.5,57.1,
MEX,Mexico,2007,109170503,OECD,UMIC,64.8,82.5,62,78.5,93.7,61.4,74.5,65.9,64,16.8,19.9,81,86.8,79.5,62.8,51.7,62.3,57.2,S America
MEX,Mexico,2008,110815272,OECD,UMIC,65.3,82.5,61.7,78.4,93.7,61.5,74.7,65.1,63.9,17.3,18.5,80.7,86.8,79.4,65.9,55.2,60.2,64.7,
MEX,Mexico,2009,112463886,OECD,UMIC,65.6,82.5,61.2,78.8,94.4,64.6,75.3,64.9,63.1,18.3,18.5,81.2,86.8,79.8,67.3,55.9,58.9,63.3,
MEX,Mexico,2010,114092961,OECD,UMIC,65.9,82.5,61,79.5,94.5,65.6,75.4,66.2,63.1,19.7,22.3,78.6,86.8,80.1,66.9,56.1,58.6,63.6,
MEX,Mexico,2011,115695468,OECD,UMIC,65.7,83.1,60.3,80.2,94.5,65.3,75.7,66.3,63.2,22.2,22.3,77.5,86.8,78.2,64.7,56.3,56.5,64.2,
MEX,Mexico,2012,117274156,OECD,UMIC,66.8,83.6,61.3,81.6,94.6,70.7,75.8,66,63.3,25.6,20.1,81,86.8,81,65.5,56.2,58.6,64.3,
MEX,Mexico,2013,118827158,OECD,UMIC,66.9,84.1,61.2,80.3,94.9,71.2,76.2,66,63.3,26.6,20.1,80.5,86.7,80.8,65.9,56.3,59.8,63.8,
MEX,Mexico,2014,120355137,OECD,UMIC,67.2,84.5,61.2,79.9,95.1,71.7,76.2,66.5,65.5,29.3,20.1,80.5,86.6,80.8,66.4,56.1,58.3,64,
MEX,Mexico,2015,121858251,OECD,UMIC,67.4,87.4,61.3,79.6,96.7,73.9,76.4,66.8,63.4,33.1,20.1,79.7,86.5,81.9,63,56,54.5,64.7,
MEX,Mexico,2016,123333379,OECD,UMIC,68.3,90.3,61.1,81.3,97.7,74,76.7,67.1,63.7,33.8,23.5,80.5,86.4,82.8,64.6,56.3,56.8,64.5,
MEX,Mexico,2017,124777326,OECD,UMIC,68.9,91.4,61.3,78.8,98,73.9,76.8,67.9,65.1,43.2,23.5,81.4,86.3,82.3,65.6,56.1,53.8,66.7,
MEX,Mexico,2018,126190782,OECD,UMIC,70.2,92.5,61.3,80.5,96.4,77,77,67.9,65.1,43.8,39.2,82.4,86.1,83.5,66.3,56,53.6,64.8,
MEX,Mexico,2019,127575529,OECD,UMIC,70.3,92.3,60.5,78.7,96.1,78.1,77.3,68.3,64.3,47.1,39.2,83.6,86,83.8,66.4,55.9,53.7,64.5,
MEX,Mexico,2020,128932753,OECD,UMIC,70.1,89.1,60.5,78.3,95.9,77.9,77.5,68.3,63.4,49.1,39.2,82.4,86,84.9,66.4,55.1,53.9,64.5,
MEX,Mexico,2021,130262220,OECD,UMIC,70.2,90.3,60.5,78.3,95.9,77.9,77.5,68.3,63.4,49,39.2,81.2,86,84.9,66.4,55,54.4,64.5,
MENA,Middle East and North Africa,2000,,,,60.5,85.8,60.9,64,52.4,25.9,54,59,57.3,14,70.8,64.6,90.3,83.5,61.8,61,62.4,60.3,
MENA,Middle East and North Africa,2001,,,,60.6,85.8,60.7,64,52.7,26.1,54.2,59.8,57.4,14,70.9,64.5,90.3,83.4,61.7,61.6,62.4,61.1,
MENA,Middle East and North Africa,2002,,,,60.8,85.8,60.5,64.1,54.7,26.7,54.4,60.7,57.3,14.3,71,64.5,90.3,83.4,61.2,61.6,62.4,61.3,
MENA,Middle East and North Africa,2003,,,,61,85.8,60.6,64.1,55.7,27,54.6,60.9,57.5,14.8,71,64.4,90.3,83,60.5,62.1,62.4,61.5,
MENA,Middle East and North Africa,2004,,,,61.2,85.8,60.6,64.8,56.5,27.4,54.8,61.4,58.7,15.4,71.1,64.3,90.2,82.4,61.3,62.8,62.5,60.7,
MENA,Middle East and North Africa,2005,,,,61.5,85.8,60.1,65.9,56.8,29.8,55.1,61.6,58,15.8,71.3,64.5,90.2,81.9,62,62.9,62.8,60.4,
MENA,Middle East and North Africa,2006,,,,61.7,85.8,61,66.6,56.5,30.7,55.3,62.7,58.8,16.4,71.1,64.5,90.1,81.4,62.4,62.9,63.1,60.5,
MENA,Middle East and North Africa,2008,,,,62.1,85.9,59.3,67.1,58,30.8,55.7,62.9,59.4,18.1,71.5,66.3,90,80.6,64.5,63.3,63.9,59,
MENA,Middle East and North Africa,2009,,,,62.6,85.9,59.6,67.8,60.8,31,55.9,63,59.6,18.8,72.5,68.3,89.9,80.1,64.2,63.3,63.5,59.7,
MENA,Middle East and North Africa,2010,,,,62.8,85.9,58.8,69.4,61.7,35.7,56,63.9,59.3,20.3,72.9,63.1,89.9,79.6,63.8,63.2,64.5,59,
MENA,Middle East and North Africa,2011,,,,63.1,87.8,59.9,69.7,63,35.1,56.3,63.9,58.7,22.2,73,62.5,89.8,79.8,64.3,63.2,63.9,59.1,
MENA,Middle East and North Africa,2012,,,,63.5,89.5,59.1,69.2,66.1,36.7,56.5,63.9,58.5,25.3,73.7,62.8,89.8,78.8,63.8,63.3,63.2,59.1,
MENA,Middle East and North Africa,2013,,,,63.9,90.2,60.4,69.7,65,37.7,56.7,64.6,58.7,27.7,75.4,60.9,89.8,79.2,64,63.2,62.8,59.7,
MENA,Middle East and North Africa,2014,,,,64.5,90.3,59.5,70.3,66.2,38.2,56.9,64.4,60.9,30.1,74.9,63.9,89.7,78.7,63.7,63.3,64.8,60.4,
